User	Party	Round	Question	Answer	Confidence	Justification	Source
2	4	1	34	1	4	This is declared UKIP policy, and another aspect of its central pledge to leave Europe:  'UKIP will withdraw from the jurisdiction of the European Court of Human Rights.'    	http://www.ukip.org/policies_for_people
4	4	1	34	1	4	"""'Äì UKIP will withdraw from the jurisdiction of the European Court of Human Rights"" which enforces the ECHR. "	http://www.ukip.org/policies_for_people
8	4	1	34	1	4	"""UKIP will withdraw from the jurisdiction of the European Court of Human Rights. "",""http://www.ukip.org/policies_for_people"	http://www.ukip.org/policies_for_people
9	4	1	34	1	3	Nigel Farage, UKIP'Äôs leader said: 'ÄúWhether they like it or not, we will never be free of the European Convention of Human Rights while we stay in the European Union. While the ECHR was initially a creation of the Council of Europe, the pan European body that stretches to the Urals, it is now an integrated part of the European Union.'	http://www.ukip.org/let_s_get_it_straight_on_human_rights
10	4	1	34	1	4	"UKIP released a press release on 10th February 2015 stating:  "" Ukip Justice and Home Affairs spokeswoman Diane James MEP (in Strasbourg today) said:  ""This case highlights that a foreign court with inexperienced judges has final say over the British justice system. The ECHR has not pulled back one inch in demanding its right to be the final judge.  ""Ukip believes that it should be the British parliament which should have the final decision on which laws are implemented in the Britain.  ""There should be no unwarranted interference in a national issue.  ""This European court has a history of giving succour to murderers and terrorists. The only way to escape the intervention of this court is the leave the EU itself. David Cameron is deluding people when he says he will try to curb the power of the ECHR without leaving the EU."" "",""https://www.politicshome.com/document/press-release/ukip-hits-out-echr-ruling-prisoner-rights"	https://www.politicshome.com/document/press-release/ukip-hits-out-echr-ruling-prisoner-rights
2	4	2	1	1	4	UKIP policy, at this stage limited in detail and as a relatively new party difficult to guess, does commit to some cuts, in order to 'Reduce debts we leave to our grandchildren'  These include:  'Äì UKIP will leave the EU and save at least £8bn pa in net contributions.    'Äì UKIP will cut the foreign aid budget by £9bn pa, prioritising disaster relief and schemes which provide water and inoculation against preventable diseases.  'Äì UKIP will scrap the HS2 project which is uneconomical and unjustified.  'Äì UKIP will abolish the Department of Energy and Climate Change and scrap green subsidies.   'Äì UKIP will abolish the Department for Culture Media and Sport.  'Äì UKIP will reduce Barnett Formula spending and give devolved parliaments and assemblies further tax powers to compensate. 	http://www.ukip.org/policies_for_people
4	4	2	1	1	4	"""THE ECONOMY: UKIP is proposing ""tens of billions"" of tax cuts and had set out £77bn of cuts to public expenditure to deal with the deficit."" This is according to the BBC Coverage of the UK Local Election 2013.   "	http://www.bbc.co.uk/news/uk-politics-22396690
8	4	2	1	1	4	UKIP and leader Farage have consistently advocated cutting government spending. 'Policies for People', a recent policy document, specifies several ways spending can be cut.  Previously in The Telegraph Farage has said that everything, including he NHS and pensions, ought to be 'on the table.' (http://blogs.telegraph.co.uk/news/benedictbrogan/100257048/nigel-farage-the-tories-have-failed-only-ukip-dares-cut-spending-on-nhs-and-pensions/)   	http://www.ukip.org/policies_for_people
9	4	2	1	1	3	"Farage in 2014 -   His focus will be on spending cuts. The Coalition, he will argue, ""has failed in its primary role to cut the annual deficit"". The deficit is still vast, and overall debt continues to rise as a result. After May 22, therefore, Mr Farage intends to ""outline the absolute necessity to cut government spending"". And here he intends a flanking manoeuvre on the Tories. With the main parties arguing over marginal savings in the way bald men might argue over a comb, Mr Farage will strike out in favour of cuts to the NHS, pensions, and all the other protected areas of public spending. He will pledge to end the ring-fencing of particular spending: ""ridiculous arguments"" he told me, specifying the NHS and the triple-lock on pensions. ""No, given the mess we're in everything needs to be on the table and thought about."""	http://blogs.telegraph.co.uk/news/benedictbrogan/100257048/nigel-farage-the-tories-have-failed-only-ukip-dares-cut-spending-on-nhs-and-pensions/
10	4	2	1	1	4	"The BBC quoted Nigel Farage on 27 February 2015 as saying:  ""George Osborne was right to say he would eliminate the deficit by the start of 2015 but he failed to do it because he had coalition partners who did not appear to be very interested and he did not himself make some of the tough choices"",""http://www.bbc.co.uk/news/uk-politics-31656700"	http://www.bbc.co.uk/news/uk-politics-31656700
2	4	2	2	4	3	UKIP's attitude towards economic policy is convoluted and there is disagreement within its upper echelons. However, it is essentially a free-market, anti-tax, libertarian party. It sides with the Conservatives in regarding the mansion tax as a tax on 'aspiration'.  UKIP's Deputy Chair was recently highly critical of the idea of a mansion tax:   'Evans advocates reducing the top rate of income tax to 40 per cent and criticises the mansion tax as a policy of 'Äúvengeance'Äù against the wealthy, saying it could be 'Äúequally unconscionable'Äù to the bedroom tax. Residents in her old ward with houses worth over £2m 'Äúwere very often widows on a very low income 'Äì they can't afford to pay mansion tax. In a sense they would have been in exactly the same position as people on the bedroom tax being forced out.'Äù Labour's proposal for a mansion tax would only affect those who earn at least £42,000 a year, but Evans asks: 'ÄúDo you honestly think they're going to stop at that?'Äù'	http://www.newstatesman.com/politics/2015/02/ukip-deputy-chair-suzanne-evans-mansion-tax-equally-unconscionable-bedroom-tax
4	4	2	2	5	4	Ukip deputy chair Suzanne Evans: Mansion Tax is 'Äúequally unconscionable'Äù to the Bedroom Tax. Evans is the third most senior UKIP member.	http://www.newstatesman.com/politics/2015/02/ukip-deputy-chair-suzanne-evans-mansion-tax-equally-unconscionable-bedroom-tax
8	4	2	2	4	3	UKIP, like the Conservatives, oppose a 'mansion tax' as an 'attack on aspiration', according to BBC News.  UKIP's deputy chair Suzanne Evans has recently criticised the proposal as 'vengeance.'  See: (http://www.newstatesman.com/politics/2015/02/ukip-deputy-chair-suzanne-evans-mansion-tax-equally-unconscionable-bedroom-tax)   	http://www.bbc.co.uk/news/uk-politics-29691283
9	4	2	2	5	4	Ukip announce mansion tax break for historic home owners	http://www.telegraph.co.uk/news/politics/ukip/11281300/Ukip-announce-mansion-tax-break-for-historic-home-owners.html
10	4	2	2	4	3	"UKIP's deputy chair and co-author of their manifesto, Suzanne Evans, criticised the mansion tax in an interview on 9th February 2015.   The New Statesman reported how Evans:  ""criticises the mansion tax as a policy of 'Äúvengeance'Äù against the wealthy, saying it could be 'Äúequally unconscionable'Äù to the bedroom tax. Residents in her old ward with houses worth over £2m 'Äúwere very often widows on a very low income 'Äì they can't afford to pay mansion tax. In a sense they would have been in exactly the same position as people on the bedroom tax being forced out.'Äù "",""http://www.newstatesman.com/politics/2015/02/ukip-deputy-chair-suzanne-evans-mansion-tax-equally-unconscionable-bedroom-tax"	http://www.newstatesman.com/politics/2015/02/ukip-deputy-chair-suzanne-evans-mansion-tax-equally-unconscionable-bedroom-tax
2	4	2	4	1	4	UKIP pledge to abolish inheretance tax in one of their few firm electoral commitments released at this stage.	http://www.ukip.org/policies_for_people
4	4	2	4	1	4	"""UKIP will abolish inheritance tax. Inheritance tax brings in under £4bn"" From UKIP's website."	http://www.ukip.org/issues
8	4	2	4	1	4	UKIP's 'Policies for People' states plainly:   'Inheritance tax will be abolished'.  This policy was announced in last year's party conference:  http://www.ft.com/cms/s/0/1dffd452-4595-11e4-9b71-00144feabdc0.html#axzz3Tnhz2WJr 	http://www.ukip.org/policies_for_people
9	4	2	4	1	4	"""Ukip have a long-standing policy to abolish inheritance tax."" "	http://www.independent.co.uk/news/uk/politics/special-report-what-voters-should-know-about-ukip-8517997.html
10	4	2	4	1	4	"The UKIP website states:  ""UKIP will abolish inheritance tax. Inheritance tax brings in under £4bn - less than a third of what we spend on foreign aid. The super-rich avoid it, while modest property owners get caught by it. It hits people during a time of grief and UKIP will budget in its 2015 spending plans to completely abolish this unfair death tax.""   "	http://www.ukip.org/issues
2	4	2	5	4	3	UKIP state that 'UKIP will maintain pensioner bus passes.' They have not discussed implementing means testing for these, and therefore it appears that their commitment to maintaining free travel passes applies to all pensioners regardless of how well-off they are.	http://www.ukip.org/policies_for_people
4	4	2	5	4	3	Äì UKIP will maintain pensioner bus passes.  ^ This suggests they are committed to maintaining universality. 	http://www.ukip.org/policies_for_people
8	4	2	5	6	3	UKIP does not appear to have an official line on this subject.	
9	4	2	5	5	3	Labour may have got there by confusing means, but they have now joined the Conservatives and Lib Dems in recognising that universality has had its day. The question now is how far their manifestos go in acknowledging this new reality in 2015: it's still unclear whether free TV licences for pensioners will remain 'Äì and whether this would even save more than it would cost to implement. But one party who won't be asking it are Ukip, who remain committed to the principle of universality. Having already alienated many elderly supporters by pushing through gay marriage, will the Conservatives dare to challenge winter fuel allowance, and further risk its grey vote running into Ukip's arms?	http://blogs.telegraph.co.uk/news/timwigmore/100220520/rip-universalism-now-only-ukip-supports-it/
10	4	2	5	4	3	"The UKIP website pledges that:  ""'Äì UKIP will maintain pensioner bus passes.""  "	http://www.ukip.org/policies_for_people
2	4	2	6	3	3	UKIP have no proposals to lower the top rate of income tax - although they do propose introducing 'a 35p income tax rate between £42,285 and £55,000, whereupon the 40p rate becomes payable.'   Their general stance is against higher income taxation, but as they have not proposed reducing the top rate, and have this alternative plan for altering income taxes, it seems that any reduction in the top rate would be incompatible with their existing pledge to create a new 35p band.	http://www.ukip.org/policies_for_people
4	4	2	6	1	4	"""Under UKIP's plans, everyone earning between about £44,000 and £55,000 would pay income tax at 35p. Those earning more will pay 40p, with the additional rate scrapped.""  "	http://www.bbc.co.uk/news/uk-politics-29368838
8	4	2	6	1	4	UKIP have said that the top rate of tax should be cut to 40%.  This would be payable for those earning over £55,000 per year.  The party previously favoured a lower flat rate of tax at 31%.	http://www.bbc.co.uk/news/uk-28876122
9	4	2	6	1	3	Introduce a 35% income tax rate between £42,285 and £55,000, at which point the 40% rate becomes payable.	http://www.bbc.co.uk/news/uk-politics-29642613
10	4	2	6	1	2	"The UKIP webpage on 'Issues' states in its lead paragraph:  ""We believe in free trade, lower taxes, personal freedom and responsibility.""  However, its policies webpage only outlines plans to introduce a 35p rate at a lower income:  ""'Äì We will introduce a 35p income tax rate between £42,285 and £55,000, whereupon the 40p rate becomes payable.""  "	http://www.ukip.org/
2	4	2	7	3	3	UKIP do not mention railway nationalisation on their website - although their Migration spokesman has said that he would be open to the idea. As with many economic issues, UKIP is divided between left and right wing members in prominent positions (to use broad terminology) and so its position is uncertain.	http://www.newstatesman.com/politics/2014/12/steven-woolfe-we-have-understand-we-do-want-immigrants-country
4	4	2	7	3	2	"Financial Affairs spokesman Steven Woolfe has said in an interview with the New Statesman that he is open to the idea of renationalising the railways:  'ÄúThere's an argument, in some ways, for saying that one could renationalise the railways.""  However, as coder 8 states, UKIP transport spokeswoman Jill Seymour says the party is not against state-owned companies bidding for a franchise: ""Just look at how successful the East Coast main line has been, making a profit and returning the cash to the Treasury."" However the party opposes full nationalisation. ""There are currently plans to invest in rail lines up and down the UK from private companies, and the threat of nationalisation could put this investment at risk."",""http://order-order.com/2014/12/08/red-ukip-party-spokesman-suggests-nationalising-railways/, http://www.bbc.co.uk/news/magazine-31621300"	http://order-order.com/2014/12/08/red-ukip-party-spokesman-suggests-nationalising-railways/
8	4	2	7	3	2	Migration spokesman Steven Woolfe has said that  'ÄúThere's an argument, in some ways, for saying that one could renationalise the railways.'Äù  The Spectator comments on the majority of UKIP supporters who favour the renationalisation of rail and other traditional 'left-wing' policies.  However, whilst it appears there is no official party line which advocates rail renationalisation, UKIP's policies on business have tended to be pro-privatisation and less state control. A speech on transport policy at the last UKIP conference did not mention any plans for rail renationalisation.   	http://www.newstatesman.com/politics/2014/12/steven-woolfe-we-have-understand-we-do-want-immigrants-country
9	4	2	7	4	2	"UKIP transport spokeswoman Jill Seymour says the party is not against state-owned companies bidding for a franchise: ""Just look at how successful the East Coast main line has been, making a profit and returning the cash to the Treasury."" However the party opposes full nationalisation. ""There are currently plans to invest in rail lines up and down the UK from private companies, and the threat of nationalisation could put this investment at risk."""	http://www.bbc.co.uk/news/magazine-31621300
10	4	2	7	4	3	"On 3rd March 2014 the BBC reported:  ""UKIP transport spokeswoman Jill Seymour says the party is not against state-owned companies bidding for a franchise: ""Just look at how successful the East Coast main line has been, making a profit and returning the cash to the Treasury."" However the party opposes full nationalisation. ""There are currently plans to invest in rail lines up and down the UK from private companies, and the threat of nationalisation could put this investment at risk."" ""  I'll stick to my answer of 'disagree' because Jill Seymour is the UKIP Transport Spokesperson. "	http://www.bbc.co.uk/news/magazine-31621300
2	4	2	8	1	4	UKIP have pledged to remove the 'bedroom tax', which they claim 'operates unfairly, penalising those who are unable to find alternative accommodation and taking insufficient account of the needs of families and the disabled.'	http://www.ukip.org/policies_for_people
4	4	2	8	1	4	"""Scrap what UKIP calls the ""detested bedroom tax""."" "	http://www.bbc.co.uk/news/uk-politics-29642613
8	4	2	8	1	4	"The Policies for People document states that the bedroom tax ""operates unfairly, penalising those who are unable to find alternative accommodation and taking insufficient account of the needs of families and the disabled.""  UKIP's Suzanne Evans has denounced the coalition's 'bedroom tax' in a recent interview with The New Statesman."	http://www.newstatesman.com/politics/2015/02/ukip-deputy-chair-suzanne-evans-mansion-tax-equally-unconscionable-bedroom-tax
9	4	2	8	1	4	UKIP opposes the bedroom tax because it operates unfairly, penalising those who are unable to find alternative accommodation and taking insufficient account of the needs of families and the disabled.	http://www.ukip.org/policies_for_people
10	4	2	8	2	3	"The UKIP website states:  ""'Äì UKIP opposes the bedroom tax because it operates unfairly, penalising those who are unable to find alternative accommodation and taking insufficient account of the needs of families and the disabled.""  "	http://www.ukip.org/policies_for_people
2	4	2	9	3	4	Nigel Farage has publicly considered a privatised, insurance-based healthcare system to replace the NHS:(http://www.theguardian.com/politics/2014/nov/12/film-nigel-farage-insurance-based-nhs-private-companies)  However,  this was in 2012, and UKIP has publicly stated that this is not its current policy. The UKIP website pledges to keep the NHS 'free at the point of use', as well as ending PFI deals and opposing plans to charge patients for visiting their GP.  Whilst this is now officially UKIP's policy, it is clear that their libertarian wing differ, and the party is not entirely united on this issue.	http://www.ukip.org/policies_for_people
4	4	2	9	3	3	"""Nigel Farage seems to condemn the outsourcing of health services,, but when I pressed Louise Bours, UKIP's health spokeswoman, on camera a few weeks ago, she was pretty relaxed about it.""  "	http://www.bbc.co.uk/news/health-29660717
8	4	2	9	3	2	UKIP has pledged to stop the further use of PFI in the NHS. Previously, Nigel Farage has supported a private insurance based system based on those operating in France and the Netherlands.	http://www.bbc.co.uk/news/health-29660717
9	4	2	9	3	2	UKIP on NHS  'Stop any further use of PFI, and encourage local authorities to buy out their PFI contracts early where it is affordable to do so.'	http://www.bbc.co.uk/news/uk-politics-29642613
10	4	2	9	3	2	"On 14th November 2014, the BBC reported comments from Nigel Farage in 2012 advocating an insurance based healthcare system.  However, Farage said this was not UKIP policy:  ""  A video compilation of his speeches on the Guardian's website showed Mr Farage suggesting public funding of the NHS be replaced by a private insurance model.  Mr Farage said it was an idea he ""threw out for debate"" two years ago.  But he told the BBC that it was rejected and there is ""no more debate, no more argument""."	http://www.bbc.co.uk/news/uk-politics-30045935
2	4	2	10	3	3	"Nigel Farage has been on record as saying that he thinks that the criminalisation of drugs is not working, and that they should be legalised. Farage claimed that:  ""I think we should look at it and if ever there was a subject where we needed a genuine Royal Commission 'Äì not to kick it in the long grass 'Äì but a genuine Royal Commission to examine Portugal, to examine perhaps what has happened in one or two sates in America and in Switzerland, this subject would be it.'Äù  However, this does not amount to a commitment to legalisation or decriminalisation, and UKIP have not made any formal announcement of their policy on the matter. Whilst they may be more inclined to look at alternatives to imprisonment for possession of drugs for personal consumption, there is no commitment to change the current law."	http://www.huffingtonpost.co.uk/2014/04/04/nigel-farage-ukip-drugs-legalisation_n_5091437.html
4	4	2	10	3	2	"Neither agree nor disagree because - although there have been noises about legalisation, this is only for some drugs.  ""I think we should look at it and if ever there was a subject where we needed a genuine Royal Commission 'Äì not to kick it in the long grass 'Äì but a genuine Royal Commission to examine Portugal, to examine perhaps what has happened in one or two sates in America and in Switzerland, this subject would be it.'Äù  UKIPDaily also suggests that some drugs should be legalised."	http://www.telegraph.co.uk/news/politics/ukip/10744924/Nigel-Farage-I-have-never-taken-drugs-but-they-should-be-legal.html
8	4	2	10	3	2	Nigel Farage revealed that he favours the decriminalisation of certain drugs and that the war on drugs has been lost.  However it seems that the party does not have an official line on this issue. 	http://www.telegraph.co.uk/news/politics/ukip/10744924/Nigel-Farage-I-have-never-taken-drugs-but-they-should-be-legal.html
9	4	2	10	4	1	'Nigel Farage: I have never taken drugs but they should be legal'	http://www.telegraph.co.uk/news/politics/ukip/10744924/Nigel-Farage-I-have-never-taken-drugs-but-they-should-be-legal.html
10	4	2	10	3	2	"On 4th April 2014, the Daily Telegraph reported Nigel Farage as saying:  ""[I] just have a feeling that the criminalisation of all these drugs is actually not really helping British society."",""http://www.telegraph.co.uk/news/politics/ukip/10744924/Nigel-Farage-I-have-never-taken-drugs-but-they-should-be-legal.html"	http://www.telegraph.co.uk/news/politics/ukip/10744924/Nigel-Farage-I-have-never-taken-drugs-but-they-should-be-legal.html
2	4	2	11	6	3	Nigel Farage and UKIP have not been very active in this area. I am unable to trace any record of senior UKIP fgures discussing this issue, and whilst it would make sense for the libertarian wing of UKIP to object to measures such as these mentioned, it is unclear as to whether this is the dominant way of thinking within the party, and whether or not this would translate into policy.	http://www.ukip.org/policies_for_people
4	4	2	11	4	1	The party does not seem to have mentioned this policy.	
8	4	2	11	6	3	Have found no official party line or statements by party officials relating to this subject, because the party may be torn between the libertarian view of protecting the rights od individuals and the need for the state to do whatever is required to protect the country and its' people. a difficult balancing act.  	
9	4	2	11	6	1	It was almost inevitable that the Communications Data Bill, aka the Snoopers'Äô Charter, would be called for once again in the aftermath of the attacks in Paris. Having regenerated a number of times since the powers were first mooted in 2007 under a Labour Government, the powers have proved to continuously be controversial due to their un-targeted nature.'  From Essex UKIP blog site	http://www.ukipessex.org/?p=2067
10	4	2	11	3	2	"I found no clear policy statements. However, in 2013, regarding the Snowden revelations, Nigel Farage spoke in favour of surveillance from our security services on the BBC programme Question Time:  "" I think we ought to have some faith and confidence in our security services""   "	https://www.youtube.com/watch?v=Hd1qM-QE_0E
2	4	2	13	1	4	"UKIP energy spokesman Roger Helmer has claimed that profits from shale gas should be put into a national wealth fund, and 'hit out at opponents of so-called ""fracking dismissing protesters as ""eco freaks"".' according to the BBC. UKIP claim that: 'UKIP supports a diverse energy market including coal, nuclear, shale gas, geo-thermal, tidal, solar, conventional gas and oil.'  Also: 'UKIP supports the development of shale gas with proper safeguards for the local environment. Community Improvement Levy money from the development of shale gas fields will be earmarked for lower council taxes or community projects within the local authority being developed.'"""	http://www.bbc.co.uk/news/uk-politics-24172645
4	4	2	13	1	4	"""It would also cancel all wind farm developments. Instead, it backs the expansion of shale gas extraction, or fracking, and a mass programme of nuclear power stations.""(BBC)  Fracking was also approved in UKIP's Energy Policy 2014 document."	http://www.bbc.co.uk/news/uk-politics-22396690
8	4	2	13	1	3	A 2014 UKIP energy policy document   supports 'fracking' as a means to reduce energy costs.  It cites evidence from the US experience of fracking in claiming that anxieties over water contamination are inaccurate. 	http://www.ukipmeps.org/uploads/file/energy-policy-2014-f-20-09-2013.pdf
9	4	2	13	1	3	Ukip: anti-fracking 'eco-freaks' will kill economic opportunity	http://www.theguardian.com/environment/2013/sep/20/ukip-shale-gas
10	4	2	13	1	3	"On 20th September 2013 the Guardian reported on the upcoming UKIP conference stating:  ""The UK independence party will accuse anti-fracking ""eco-freaks"" of trying to kill off ""the greatest new economic opportunity for our country in our lifetimes"" on Friday."",""http://www.theguardian.com/environment/2013/sep/20/ukip-shale-gas"	http://www.theguardian.com/environment/2013/sep/20/ukip-shale-gas
2	4	2	14	1	4	UKIP's website proclaims that: 'There will be no new subsidies for wind farms and solar arrays.'  This stance is reinforced by the comments of their energy spokesman Roger Helmer on renewable energy. (see source from question 13)	http://www.ukip.org/policies_for_people
4	4	2	14	1	4	"""Scrap HS2, all green taxes and wind turbine subsidies."" UKIP website."	http://www.ukip.org/issues
8	4	2	14	1	4	"The cited Policies for People affirms there will be ""no new subsidies for wind farms and solar arrays.""  The 'Issues' section of the UKIP website makes an identical pledge."	http://www.ukip.org/policies_for_people
9	4	2	14	1	4	'There will be no new subsidies for wind farms and solar arrays'	http://www.ukip.org/policies_for_people
10	4	2	14	1	4	"The UKIP website states plans to:  ""Scrap HS2, all green taxes and wind turbine subsidies"",""http://www.ukip.org/issues"	http://www.ukip.org/issues
2	4	2	15	3	3	Nigel Farage is on the record as stating that UKIP would not abolish same sex marriage (http://www.pinknews.co.uk/2014/03/18/nigel-farage-confirms-that-ukip-will-not-abolish-same-sex-marriage/) - however, UKIP is quite divided on the issue, and the views of many members regarding homosexuality have caused a great deal of controversy. This includes a gay UKIP MEP who condemned those who support gay marriage as 'equality nazis'. (http://www.huffingtonpost.co.uk/2014/10/30/david-coburn-ukip-gay-mep_n_6060184.html) The party's position is therefore difficult to ascertain, and even if they were not to change the current laws that allow gay  marriage, it is clear that a large portion of the party membership would disagree with its legitimacy.	http://www.pinknews.co.uk/2014/03/18/nigel-farage-confirms-that-ukip-will-not-abolish-same-sex-marriage/
4	4	2	15	3	3	"""Nigel Farage reverses party's stance on same-sex marriage legislation, saying he would not annul marriages in government"" - thus may not be supportive, but will not remove the right to marriage.  However, as admin states, this does not mean that the Party supports the principle."	http://www.theguardian.com/politics/2014/mar/18/ukip-would-not-overturn-gay-marriages
8	4	2	15	3	2	Nigel Farage has not taken a firm stance on this issue.  Party does not appear to have an official stance on this issue.	
9	4	2	15	3	2	'Nigel Farage reverses party's stance on same-sex marriage legislation, saying he would not annul marriages in government'	http://www.theguardian.com/politics/2014/mar/18/ukip-would-not-overturn-gay-marriages
10	4	2	15	4	2	There have contradictory reports on this issue.  On 18 May 2014, the Guardian reported that UKIP would not overturn legislation allowing same-sex couples to marry - despite comments opposing it made by party members and Farage himself in 2012.	http://www.theguardian.com/politics/2014/mar/18/ukip-would-not-overturn-gay-marriages
2	4	2	17	2	3	Nigel Farage has used almost these exact words in an interview with the Telegraph.   Farage recently gave a speech in Essex which claimed that UKIP believes in:   '- A Britain that has confidence, stands proud, projects a national identity based on our Judaeo-Christian heritage, and our tremendous natural resources.' (http://www.ukip.org/believe_in_britain_together_we_can_do_great_things)  No specifics have been announced as to how this would be implemented through policy, though.	http://www.telegraph.co.uk/news/politics/ukip/10422169/Nigel-Farage-We-must-defend-Christian-heritage.html
4	4	2	17	1	4	Farage has often spoke about the importance of Christianity.  UKIP's website also says one of its policies would be '99. Promoting patriotism and the importance of British values in our schools'	http://www.telegraph.co.uk/news/politics/ukip/10422169/Nigel-Farage-We-must-defend-Christian-heritage.html
8	4	2	17	3	3	Farage has called for a defence of 'Judeo-Christian values' to combat Islamic extremism.   Whilst many party members would agree to the question, no party line on the subject has been found.	http://www.independent.co.uk/news/uk/nigel-farage-says-britain-needs-to-stand-up-for-its-judeochristian-values-to-combat-homegrown-militants-9708082.html
9	4	2	17	1	4	Nigel Farage: We must defend Christian heritage	http://www.telegraph.co.uk/news/politics/ukip/10422169/Nigel-Farage-We-must-defend-Christian-heritage.html
10	4	2	17	2	4	"On 12th January 2015, following the Charlie Hebdo attacks, Nigel Farage was reported by the BBC as stating:  "" ""We're going to have to be a lot braver and a lot more courageous in standing up for our Judeo-Christian culture.""  "" "	http://www.bbc.co.uk/news/world-europe-30776186
2	4	2	18	4	3	Senior UKIP figures have not discussed this change of the current entitlement, so it can be inferred that no change will be made.  On maternity leave, Nigel Farage has said that maternity laws put too much burden on small businesses: 'ÄòThat is something we've got to talk about and debate honestly,' he said. 'ÄòOn the one hand we want women to have every opportunity to go into the workplace, but on the other we have to allow our small businesses to survive.' 	http://www.dailymail.co.uk/news/article-2559453/Nigel-Farage-maternity-leave-managing-family-finances-positive-discrimination-demeaning.html
4	4	2	18	5	3	UKIP's Jane Collins (UKIP's Employments Spokesman) and Margot Parker (UKIP's small business spokesman) express 'Äúdeep concern'Äù over Labour paternity leave plans	http://www.ukip.org/ukip_s_jane_collins_and_margot_parker_express_deep_concern_over_labour_paternity_leave_plans
8	4	2	18	6	2	Could not locate official party policy on issue.	
9	4	2	18	4	3	UKIP spokesmen, Jane Collins and Margot Parker have expressed 'Äúdeep concerns'Äù regarding Labour'Äôs plans to double paternity leave for new fathers and increase statutory payments by £100 to match minimum wage.	http://www.ukip.org/ukip_s_jane_collins_and_margot_parker_express_deep_concern_over_labour_paternity_leave_plans
10	4	2	18	5	3	The UKIP website clearly expresses opposition to this proposal.	http://www.ukip.org/ukip_s_jane_collins_and_margot_parker_express_deep_concern_over_labour_paternity_leave_plans
2	4	2	19	1	3	This is UKIP policy - although it is not mentioned on their official website, it has been discussed publicly and is widely recognised to be UKIP policy.	http://www.independent.co.uk/news/uk/politics/immigration-and-welfare-where-do-the-tories-labour-ukip-and-lib-dems-stand-9891064.html
4	4	2	19	1	4	"""97. Prioritising social housing for those whose parents and grandparents were born locally""   From UKIP's '100 days till the election, 100 reasons to vote UKIP' "	http://www.ukip.org/100_days_till_the_election_100_reasons_to_vote_ukip
8	4	2	19	1	4	"""Prioritise social housing for people whose parents and grandparents were born locally."",""http://www.ukip.org/issues"	http://www.ukip.org/issues
9	4	2	19	1	3	'Ukip to give priority to council house applicants with parents born locally'	http://www.theguardian.com/politics/2013/sep/19/ukip-council-house-parents-local
10	4	2	19	1	4	"UKIP's website states plans to:   "" - Prioritise social housing for people whose parents and grandparents were born locally."" "	http://www.ukip.org/issues
2	4	2	20	1	4	UKIP pledge to expand grammar schools:  'Existing schools will be allowed to apply to become grammar schools and select according to ability and aptitude. Selection ages will be flexible and determined by the school in consultation with the local authority. '	http://www.ukip.org/policies_for_people
4	4	2	20	1	4	"""EDUCATION: UKIP backs selection by ability and would encourage the creation of new grammar schools."" (BBC)  ""'Äì Existing schools will be allowed to apply to become grammar schools and select according to ability and aptitude. Selection ages will be flexible and determined by the school in consultation with the local authority."" (UKIP: Policies for People) "	http://www.bbc.co.uk/news/uk-politics-22396690
8	4	2	20	1	4	""" Existing schools will be allowed to apply to become grammar schools and select according to ability and aptitude. Selection ages will be flexible and determined by the school in consultation with the local authority.  "",""http://www.ukip.org/policies_for_people"	http://www.ukip.org/policies_for_people
9	4	2	20	1	4	'Nigel Farage has declared he wants to see a grammar school in every town'	http://www.theguardian.com/politics/2014/jun/01/nigel-farage-ukip-schools-taxes
10	4	2	20	1	4	"On 18th February 2015, the UKIP Deputy Leader announced:  "" ""UKIP has always backed grammar schools as key for social mobility. It has long been one of our most popular policies."" "",""http://www.ukip.org/cameron_s_u_turn_on_grammar_schools_shows_scaredy_cat_prime_minister_is_ukip_copy_cat"	http://www.ukip.org/cameron_s_u_turn_on_grammar_schools_shows_scaredy_cat_prime_minister_is_ukip_copy_cat
2	4	2	21	4	3	UKIP supports free schools (as long as they promote 'British values'):  'UKIP supports the principle of Free Schools that are open to the whole community and uphold British values.'  There is little public mention of academy schools by UKIP. The absence of calls to take these schools back into LA control would suggest that this is unlikely.	http://www.ukip.org/policies_for_people
4	4	2	21	5	4	"""'Äì UKIP supports the principle of Free Schools that are open to the whole community and uphold British values.""  UKIP Telford and Wrekin propose to ""aim to be the first local authority in England to remove all schools from local authority control, either through gaining academy status or as independent schools."",""http://www.ukip.org/policies_for_people, http://www.ukiptelfordandwrekin.org.uk/why-ukip/our-local-manifesto/academies-federations-and-grammar-schools/"	http://www.ukip.org/policies_for_people
8	4	2	21	4	4	"""UKIP supports the principle of Free Schools that are open to the whole community and uphold British values."",""http://www.ukip.org/policies_for_people"	http://www.ukip.org/policies_for_people
9	4	2	21	5	3	'UKIP supports the principle of Free Schools that are open to the whole community and uphold British values.'	http://www.ukip.org/policies_for_people
10	4	2	21	4	2	"The UKIP website qualifies this policy with a need to comply with British values:  "" 'Äì UKIP supports the principle of Free Schools that are open to the whole community and uphold British values."" "	http://www.ukip.org/policies_for_people
